/Influencers/Censorship_of_Investigators	Locks, shadowbans and limited-visibility warnings reported for engaging the wrong posts &mdash; and a witness who says the FBI told him to delete his own 4K footage. Whether or not any of it was coordinated, it decides which open-source evidence is still readable.
/Influencers/Influencers_Investigation_Index	The routing table for the whole section: ballistics, GRAMA records, courtyard paving, aircraft, exploding-mic and Israel threads, each with its podcast lead and its X lead. Start here if you do not yet know which handle owns which question.
/Influencers/Trusted_Investigators	Proposed <a href="/Fix/overview">Law 4</a> would hand private citizens an FBI team, an intelligence team and full file access. Three hosts are the names most discussed for that role &mdash; this page sets out what each actually contributed.
/Influencers/holon-citizen	This site&apos;s author, and a plain statement that almost nothing here originated here. It also carries the Battle Bun Brigade anthem, whose refrain &mdash; do not build a verdict with an empty hand &mdash; is the standard the rest of the site tries to hold.
/Influencers/john-cullen	The researcher who put <a href="/Planes/N1098L/overview">N1098L</a> at the centre of the case is also the man who killed the Egyptian-armada theory, citing decades-old Provo maintenance contracts. Someone who pushed the hardest aircraft claim and then refuted the second-hardest is the best evidence the plane work is not uniform conspiracy-building.
/Influencers/overview	The distribution layer of the investigation &mdash; who said what, and where. Podcast hosts, X researchers and YouTube channels reaching hundreds of millions, indexed so a reader can find the GRAMA breakthrough or the ballistics deep-dive without hunting.
/Influencers/podcasts	Twenty programs, from the largest podcast on earth to one-man research channels, mapped by what each one actually owns: ballistics guests, security interviews, foreign leads, motive. Mainstream television carried none of it.
/Influencers/podcasts-alex-jones	InfoWars ran the case daily from September 10 onward and put ballistics specialists and Green Berets on live. Its host also read the ATF&apos;s &quot;could not be identified or excluded&quot; language as a non-match &mdash; the stronger reading is his inference, not a finding.
/Influencers/podcasts-baron	A former attorney worked sixteen search warrants into a minute-level timeline and found the pieces that will not fit: photos released after the suspect was already Mirandized, and a Discord message sent hours after that. His allegations, with the sealed records that would settle them named.
/Influencers/podcasts-benny-johnson	A decade-long TPUSA colleague said on camera there is &quot;considerable evidence that there were state actors involved here&quot; &mdash; and then stopped talking. He reportedly met the FBI director and the attorney general the next day, over death threats to his family.
/Influencers/podcasts-candace-owens	Episode 287 is the most direct podcast treatment of the killing by any major host, from a woman who called Charlie her best friend and brother. She ran a tipline, published the SUV photographs, and became the primary target of the reported <a href="/Influencers/Censorship_of_Investigators">takedown campaigns</a>.
/Influencers/podcasts-charlie-kirk-show	The show ended mid-event. What is left is an archive of guests, appearances and statements from the final months &mdash; including <a href="/Amfest/sas-2025-tampa">the Tampa summit</a> and the Virginia Tech stage six days before &mdash; and an open question about who controls it now.
/Influencers/podcasts-dave-smith	He read private texts from Charlie on air, including the ones about Israel and donors. Two months before the killing he was given a TPUSA main stage to argue that case &mdash; a fact the <a href="/Motive/overview">donor-friction timeline</a> treats as a data point in itself.
/Influencers/podcasts-elijah-schaffer	He describes a Hamptons gathering at which Kirk faced pro-Israel donor pressure. No attendee list or record of that meeting has been published, which is exactly why the claim sits here with its status marked rather than buried in a thread.
/Influencers/podcasts-glenn-greenwald	The most credentialed critic of the intelligence apparatus on this list, and the least easily dismissed as partisan. His lifelong subject &mdash; how agencies shape a narrative before the facts are in &mdash; is the exact shape of the <a href="/FBI/Foreign_Leads">foreign-leads</a> dispute.
/Influencers/podcasts-hodgetwins	An amplification channel rather than a research one, and valuable for exactly that. Their Stew Peters episode carried the foreign-intelligence angle to an audience the analytical shows never reach, and their post is one source for the &quot;break away from being pro-Israel&quot; paraphrase.
/Influencers/podcasts-ian-carroll	He built an AI-queryable database of Charlie&apos;s own video, then used it. His ballistics deep-dive is the version of the rifle argument most people have actually seen, and his <a href="/Tent/State_Workers_Groundskeepers">paved-crime-scene</a> episode is among the most-watched pieces on the case.
/Influencers/podcasts-jason-whitlock	He asks the question the forensic lanes do not: not how, but what Kirk represented and what removing him was meant to accomplish. Reaches Black and religious conservative audiences no other program on this list touches.
/Influencers/podcasts-jimmy-dore	A left-populist host arriving at the same questions as the right-wing ones, which is why this FBI critique is hard to wave away as partisan. He interviewed <a href="/US_Intelligence/joe-kent">Joe Kent</a> about being told to stop, and hosted the crossover episode.
/Influencers/podcasts-joe-rogan	Eleven to fourteen million listeners an episode, and the case has barely touched the feed. Investigators treat him as the largest unused amplifier rather than a source &mdash; and this page is the watch-list for the episode that would change that.
